MagZ,MagY,MagX,Light,OrientZ,OrientX,OrientY,AccY,AccX,AccZ,GyroZ,GyroX,GyroY
NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.6,-14.46,16.92,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.78,-15.12,15.24,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.18,-15.54,14.5199995,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.3,-15.54,15.299999,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.36,-16.08,14.34,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.6,-16.14,14.099999,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-33.66,-17.1,13.08,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,NO-DATA,
-18.6,47.579998,4.02,10.0,1.7032006,191.03522,96.3901,-9.921572,0.5746084,-0.91937345,-0.03787364575,0.008857546125,-0.1860084725,
-18.779999,47.46,3.78,10.0,1.7207022,190.80801,96.3945,-9.921572,0.5746084,-0.9576807,-0.0397062415,0.0140499005,-0.179594385,
-18.779999,47.7,3.6599998,10.0,1.7493501,190.59543,96.397644,-9.921572,0.5746084,-0.9576807,-0.041131594,0.0044796785,-0.1498656,
-18.72,48.0,3.54,10.0,1.7755392,190.45784,96.40649,-9.921572,0.5746084,-0.9576807,-0.04367686475,0.0073303829,-0.131946895,
-18.72,48.0,3.54,10.0,1.7755392,190.45784,96.40649,-9.921572,0.5746084,-0.9576807,-0.04367686475,0.0073303829,-0.131946895,
-18.539999,47.94,3.4199998,10.0,1.8167309,190.29713,96.42127,-9.998186,0.8810662,-1.685518,-0.0423533233333,0.0150680093333,-0.112399206667,
-18.539999,47.94,3.4199998,10.0,1.8625565,190.16,96.43872,-9.998186,1.0726024,-1.685518,-0.02993239675,0.023823745,-0.07452556,
-18.3,48.239998,3.6,10.0,1.9011786,190.07516,96.44432,-9.959879,1.3024458,-1.4939818,-0.0109955743333,0.039502618,-0.0130317916667,
-18.119999,48.3,3.54,10.0,1.94507505,190.09501,96.42149,-9.959879,1.3024458,-1.4939818,0.00366519143333,0.0423533253333,0.0879645933333,
-18.119999,48.3,3.54,10.0,1.94507505,190.09501,96.42149,-9.959879,1.3024458,-1.4939818,0.0,0.0484619756667,0.184074066667,
-18.119999,48.3,3.54,10.0,1.94507505,190.09501,96.42149,-9.80665,1.1875241,-1.3790601,0.0,0.0484619756667,0.184074066667,
-18.0,48.539997,3.48,10.0,2.0102425,190.35263,96.36951,-9.80665,1.1875241,-1.3790601,-0.0105883313333,0.0484619766667,0.27081693,
-18.0,48.539997,3.48,10.0,2.0776532,190.67181,96.324715,-9.80665,1.1875241,-1.3790601,-0.020769419,0.03950262,0.254934426667,
-18.0,48.42,3.6,10.0,2.0776532,190.67181,96.324715,-9.80665,0.5363012,-1.2641385,-0.020769419,0.03950262,0.254934426667,
-17.94,48.42,3.78,10.0,2.146021,190.96086,96.29563,-9.998186,0.19153613,-0.9959879,-0.029321531,0.030950506,0.222762193333,
-18.06,48.18,3.78,10.0,2.22062985,191.326985,96.25825,-9.998186,0.19153613,-0.9959879,-0.00936660066667,0.018733201,0.22479841,
-18.06,48.18,3.78,10.0,2.22062985,191.326985,96.25825,-9.998186,0.19153613,-0.9959879,0.0,0.01710422675,0.1991420675,
-18.06,48.18,3.72,10.0,2.22062985,191.326985,96.25825,-9.998186,0.15322891,-0.80445176,0.0,0.01710422675,0.1991420675,
-18.119999,48.059998,3.54,10.0,2.22062985,191.326985,96.25825,-9.921572,0.15322891,-0.80445176,0.00061086525,0.0268780705,0.150272855,
-18.24,48.059998,3.78,10.0,2.2588196,191.92615,96.1745725,-9.921572,0.2681506,-0.8810662,0.002138028375,0.038179078,0.1010981965,
-18.0,48.0,3.84,10.0,2.2588196,191.92615,96.1745725,-9.921572,0.4213795,-0.91937345,0.010384709,0.0452040285,0.09224065,
-17.94,47.94,3.72,10.0,2.260716,192.13796,96.08346,-9.883265,0.5746084,-0.8810662,-0.00122173053333,0.0590503043333,0.0842994033333,
-17.88,47.94,3.84,10.0,2.28075,192.25839,95.992355,-9.883265,0.7278373,-0.842759,-0.00692313966667,0.064751716,0.068824152,
-17.88,47.879997,3.78,10.0,2.302416,192.33463,95.926674,-9.844957,0.5363012,-0.91937345,-0.0109955743333,0.061086524,0.0606792806667,
-17.64,48.0,3.8999999,10.0,2.302416,192.33463,95.926674,-9.959879,0.38307226,-1.0726024,-0.0342084515,0.051312681,0.0531452765,
-17.52,47.94,4.08,10.0,2.344987,192.39815,95.87181,-9.998186,0.30645782,-1.1492168,-0.0260635833333,0.0472402456667,0.0329867223333,
-17.52,47.82,4.14,10.0,2.38143785,192.4331,95.825895,-9.998186,0.34476504,-1.1492168,-0.01506801,0.0289142883333,-0.00610865243333,
-17.64,47.7,4.14,10.0,2.3777013,192.4322,95.807526,-9.844957,0.7278373,-1.1875241,0.00814487,0.0264708286667,-0.00733038296667,
-17.699999,47.34,4.2599998,10.0,2.3663445,192.44174,95.78943,-9.844957,0.8810662,-1.1109096,0.0146607656667,0.038688132,0.0085521135,
-17.58,47.34,4.2,10.0,2.3573077,192.48811,95.755356,-9.844957,0.9959879,-1.0726024,0.0187332013333,0.0423533253333,0.0390953756667,
-17.64,47.16,3.9599998,10.0,2.3573077,192.48811,95.755356,-9.844957,0.7661445,-0.9576807,0.0036651915,0.026267205,0.0445931635,
-17.88,47.219997,4.02,10.0,2.3763915,192.564055,95.730273,-9.844957,0.49799395,-0.9576807,-0.0154752526667,0.0228056363333,0.0354301836667,
-18.18,47.16,3.9599998,10.0,2.4071977,192.64642,95.72597,-9.844957,0.49799395,-0.9576807,-0.0114028176667,0.0040724348,0.0594575496667,
-18.3,47.28,3.6599998,10.0,2.4218588,192.72324,95.747154,-9.844957,0.49799395,-0.9576807,-0.01282817,-0.00641408515,0.06383541625,
-18.24,47.28,3.78,10.0,2.4384112,192.76976,95.75657,-9.844957,0.49799395,-0.9576807,-0.0164933615,0.00488692195,0.04245513425,
-18.119999,47.219997,3.54,10.0,2.4544227,192.7944,95.75258,-9.844957,0.49799395,-0.9576807,-0.0192422555,0.0109955745,0.021380283825,
-18.24,47.7,3.36,10.0,2.4655662,192.77374,95.745125,-9.844957,0.49799395,-0.9576807,-0.019242256,0.01832595725,-0.031154128,
-18.42,47.52,3.36,10.0,2.476772,192.69467,95.72838,-9.844957,0.49799395,-0.9576807,-0.0162897403333,0.0236201233333,-0.063529985,
-18.42,47.579998,3.3,10.0,2.471604,192.6349,95.71073,-9.844957,0.49799395,-0.9576807,0.005497786875,0.0198531205,-0.03726277975,
-18.3,47.579998,3.12,10.0,2.4550378,192.6077,95.719955,-9.844957,0.49799395,-0.9576807,0.0174096595,-0.002748893625,-0.014049900875,
-18.3,47.579998,3.12,10.0,2.454343,192.60518,95.75781,-9.844957,0.842759,-0.80445176,0.00407243498333,-0.0272853136667,0.0195476876333,
-18.3,47.579998,3.12,10.0,2.4651623,192.62206,95.79171,-10.036493,1.0726024,-1.2258313,-0.0030543263,-0.008857546,0.027794369,
-18.3,47.579998,3.12,10.0,2.4864671,192.63899,95.820076,-9.998186,1.2258313,-1.2641385,-0.001527163125,0.01282817015,0.030848695,
-18.3,47.579998,3.12,10.0,2.5089202,192.66093,95.82042,-9.959879,1.2258313,-1.1875241,0.010079276625,0.0293215315,0.058948495,
-18.3,47.579998,3.12,10.0,2.5190122,192.72618,95.803154,-9.998186,1.1492168,-1.0726024,0.0236201233333,0.0215839056667,0.13072516,
-18.3,47.579998,3.12,10.0,2.5152535,192.89015,95.78763,-9.921572,1.0342951,-0.842759,0.043982297,0.0100792765,0.18509217,
-18.3,47.579998,3.12,10.0,2.5152535,192.89015,95.78763,-9.80665,0.80445176,-0.7661445,0.058643065,0.009773844,0.20891592,
-18.3,47.7,2.9399998,10.0,2.5152535,192.89015,95.78763,-9.80665,0.80445176,-0.7661445,0.052534411,0.018325958,0.206472453333,
-18.3,47.7,2.9399998,10.0,2.463275,193.29445,95.75712,-9.80665,0.80445176,-0.7661445,0.03115412725,0.016798794,0.2000583675,
-18.3,47.7,2.9399998,10.0,2.4510553,193.51506,95.73619,-9.768343,0.15322891,-0.842759,0.007330383,0.02443461,0.17715092,
-18.42,47.7,3.06,10.0,2.4510553,193.51506,95.73619,-9.768343,0.15322891,-0.842759,0.0012217305,0.020158553,0.125838245,
-18.42,47.7,3.06,10.0,2.451706,193.66179,95.7152,-9.768343,0.15322891,-0.842759,-0.000814487,0.0223983923333,0.0777835066667,
-18.42,47.7,3.06,10.0,2.440287,193.7148,95.69112,-9.998186,-0.11492168,-0.91937345,0.0061086525,0.03084869375,0.01649336225,
-18.42,47.7,3.06,10.0,2.4165192,193.70352,95.67753,-10.036493,0.19153613,-0.9959879,0.03970624025,0.01649336225,-0.03145955925,
-18.42,47.7,3.06,10.0,2.3544726,193.65167,95.67653,-9.921572,0.5746084,-1.0726024,0.0513126815,0.00977384375,-0.05253441125,
-18.42,47.7,3.06,10.0,2.289632,193.57988,95.686615,-9.883265,0.9959879,-1.2258313,0.0485637865,0.01069014175,-0.055283305,
-18.42,47.7,3.06,10.0,2.2382681,193.50525,95.69815,-9.844957,0.91937345,-1.2641385,0.03543018475,0.0125227375,-0.05558873875,
-18.42,47.7,3.06,10.0,2.19028485,193.42019,95.71492,-9.844957,0.80445176,-1.340753,0.028710667,0.008246680725,-0.027183503,
-18.42,47.7,3.06,10.0,2.1410778,193.36052,95.736565,-9.844957,0.5363012,-1.3024458,0.02809980125,0.0079412483,-0.03695734725,
-18.42,47.7,3.06,10.0,2.1410778,193.36052,95.736565,-9.921572,0.34476504,-1.1109096,0.0301360186667,0.00325794803333,-0.069638636,
-18.42,47.7,3.06,10.0,2.091722,193.27527,95.75312,-9.959879,0.22984336,-0.9959879,0.0345138855,0.0058032198,-0.072692964,
-18.42,47.7,3.06,10.0,2.0326428,193.18857,95.76413,-9.921572,0.19153613,-0.9959879,0.04367686525,0.0042760568,-0.060781093,
-18.42,47.7,3.06,10.0,1.9440727,193.080605,95.784395,-9.921572,0.38307226,-1.1492168,0.041233405,0.0054977872,-0.0711658015,
-18.42,47.7,3.06,10.0,1.8552183,192.9281,95.7999,-9.959879,0.5363012,-1.1492168,0.04673119175,0.010079276575,-0.1047633885,
-18.42,47.7,3.06,10.0,1.8552183,192.9281,95.7999,-9.959879,0.61291564,-1.0342951,0.0492764643333,0.013031792,-0.164526373333,
-18.42,47.7,3.06,10.0,1.782827,192.7299,95.807846,-9.883265,0.7278373,-1.0726024,0.0378736455,0.0058032197,-0.16768251,
-18.42,47.7,3.06,10.0,1.7253032,192.52582,95.82508,-10.036493,0.80445176,-0.9959879,0.0311541285,0.00152716315,-0.1334740575,
-18.42,47.7,3.06,10.0,1.6662094,192.29898,95.831418,-9.959879,0.61291564,-0.7661445,0.025350907,0.024740043,-0.10812314875,
-18.42,47.7,3.06,10.0,1.6323423,192.15472,95.80736,-9.959879,0.38307226,-0.9959879,0.00794124815,0.0277943685,-0.05345070925,
-18.42,47.7,3.06,10.0,1.596078,192.09323,95.8138,-9.80665,0.15322891,-1.2258313,0.022296581,0.0100792765,-0.0299323975,
-18.42,47.7,3.06,10.0,1.5496583,192.0148,95.84502,-9.883265,0.11492168,-1.4173675,0.02596177225,-0.005192354625,-0.05528330575,
-18.42,47.7,3.06,10.0,1.5496583,192.0148,95.84502,-9.883265,-0.076614454,-1.5705963,-0.0004072435,-0.0236201233333,-0.131946893333,
-18.42,47.7,3.06,10.0,1.49814935,191.72695,95.93424,-9.844957,-0.15322891,-1.6089035,0.011301007125,-0.03207042475,-0.19914207,
-18.42,47.7,3.06,10.0,1.4015136,191.30284,96.04529,-9.844957,-0.076614454,-1.1492168,0.02840523425,-0.04764749,-0.260839465,
-18.42,47.7,3.06,10.0,1.3323241,190.93137,96.09486,-9.768343,-0.11492168,-1.0726024,0.0113010075,-0.0143553325,-0.3026837275,
-18.42,47.7,3.06,10.0,1.2994328,190.53433,96.07656,-9.730036,-0.076614454,-0.842759,-0.01863138975,0.03543018525,-0.3118467125,
-18.42,47.7,3.06,10.0,1.3129861,190.18588,96.00169,-9.730036,0.038307227,-0.5363012,-0.05192354575,0.07696902,-0.2651155175,
-18.42,47.7,3.06,10.0,1.3562855,189.96603,95.903175,-9.883265,-0.038307227,-0.7661445,-0.083892162,0.12950343,-0.213802836667,
-18.42,47.7,3.06,10.0,1.4229319,189.67361,95.73023,-9.959879,-0.15322891,-0.9576807,-0.089186325,0.16279559,-0.2266310075,
-18.42,47.7,3.06,10.0,1.4829642,189.33368,95.5721,-9.998186,-0.19153613,-0.91937345,-0.088270027,0.1456913625,-0.2690861425,
-18.42,47.7,3.06,10.0,1.5578238,188.9154,95.435745,-9.998186,-0.30645782,-0.80445176,-0.11239920475,0.1298088625,-0.3371976175,
-18.42,47.7,3.06,10.0,1.6399523,188.40695,95.31371,-9.998186,-0.45968673,-0.842759,-0.12583824,0.1215621815,-0.407141685,
-18.42,47.7,3.06,10.0,1.6924784,187.9644,95.24782,-10.036493,-0.4213795,-0.7278373,-0.112704639,0.0870482975,-0.4902193525,
-18.42,47.7,3.06,10.0,1.7460741,187.31354,95.18788,-9.998186,-0.45968673,-0.5746084,-0.114537235,0.07696902025,-0.522289785,
-18.42,47.7,3.06,10.0,1.7973094,186.68922,95.09569,-10.113108,-0.49799395,-0.7278373,-0.096923952,0.107919525333,-0.494800853333,
-19.26,46.86,1.38,10.0,1.7911553,186.10121,95.0289,-10.113108,-0.49799395,-0.7278373,-0.0332921565,0.07910705125,-0.4786129225,
-19.26,46.739998,1.0799999,10.0,1.7312344,185.52455,95.04027,-10.113108,-0.49799395,-0.7278373,0.01679879415,0.010384709,-0.4709771025,
-19.32,46.86,0.78,10.0,1.6899316,185.10674,95.060425,-10.113108,-0.49799395,-0.7278373,0.0064140849,0.00183259575,-0.4563163325,
-19.32,46.8,0.48,10.0,1.7243464,184.52568,95.04699,-10.113108,-0.49799395,-0.7278373,-0.1026253575,0.0473420565,-0.488997635,
-19.439999,46.8,0.17999999,10.0,1.889669,183.90172,94.9451,-10.113108,-0.49799395,-0.7278373,-0.1976149075,0.11789699125,-0.46700649,
-19.56,46.62,-0.24,10.0,2.1197567,183.41621,94.79377,-10.113108,-0.49799395,-0.7278373,-0.220725973333,0.13398311,-0.340455563333,
-19.68,46.559998,-0.59999996,10.0,2.4032497,183.08022,94.661644,-10.113108,-0.49799395,-0.7278373,-0.2583959925,0.11850785725,-0.238542875,
-19.68,46.44,-0.78,10.0,2.6520143,182.8544,94.55423,-10.113108,-0.49799395,-0.7278373,-0.31490103,0.14538593,-0.23060163,
-19.74,46.44,-1.3199999,10.0,3.0253973,182.49417,94.38768,-10.113108,-0.49799395,-0.7278373,-0.353690985,0.156686935,-0.2675589775,
-19.92,46.379997,-1.62,10.0,3.3971412,182.1636,94.24387,-10.113108,-0.49799395,-0.7278373,-0.336892175,0.1374446775,-0.2275473025,
-20.16,46.2,-2.22,10.0,3.743816,181.85896,94.12161,-10.113108,-0.49799395,-0.7278373,-0.3216205575,0.1163698285,-0.2119702375,
-20.34,46.2,-2.58,10.0,4.08677,181.56985,94.05852,-10.113108,-0.49799395,-0.7278373,-0.314391966667,0.0708603666667,-0.219504243333,
-20.46,46.26,-2.82,10.0,4.339198,181.24632,94.03674,-10.113108,-0.49799395,-0.7278373,-0.33078353,0.0638354185,-0.380569045,
-20.58,46.2,-3.1799998,10.0,4.694053,180.61966,94.04213,-10.113108,-0.49799395,-0.7278373,-0.364075695,0.032070424,-0.5271767025,
-20.64,46.32,-3.54,10.0,5.0576496,179.94444,94.07683,-10.113108,-0.49799395,-0.7278373,-0.38056905,0.0232128795,-0.502742095,
-20.88,46.32,-3.9599998,10.0,5.4592366,179.36192,94.09061,-10.113108,-0.49799395,-0.7278373,-0.428827405,0.06505714775,-0.4663956125,
-20.88,46.379997,-4.3199997,10.0,5.9001155,178.65642,94.03792,-10.113108,-0.49799395,-0.7278373,-0.4502076875,0.132863195,-0.6145304325,
-20.76,46.5,-4.68,10.0,6.1977077,178.03954,93.99668,-10.113108,-0.49799395,-0.7278373,-0.386474086667,0.12339478,-0.672766246667,
-20.76,46.44,-4.7999997,10.0,6.4819174,177.2271,93.99907,-10.113108,-0.49799395,-0.7278373,-0.254852978,0.059620448,-0.664132694,
-20.4,46.44,-5.16,10.0,6.6370416,176.39832,94.05368,-10.113108,-0.49799395,-0.7278373,-0.173078483333,0.066380689,-0.758287396667,
-20.4,46.44,-5.52,10.0,6.7614894,175.43185,94.036285,-10.113108,-0.49799395,-0.7278373,-0.1829541425,0.162490155,-0.850935285,
-20.46,46.62,-6.12,10.0,6.930461,174.36453,93.84971,-10.113108,-0.49799395,-0.7278373,-0.2446515325,0.3277292025,-0.950200875,
-20.58,46.559998,-6.8399997,10.0,7.1291795,173.4155,93.587715,-10.113108,-0.49799395,-0.7278373,-0.32467488,0.55374934,-1.0680979,
-20.46,46.62,-7.3199997,10.0,7.4688935,172.05489,92.97054,-10.113108,-0.49799395,-0.7278373,-0.3836233775,0.907440325,-1.1038335,
-20.699999,46.379997,-7.7999997,10.0,7.880949,170.69258,91.874176,-10.113108,-0.49799395,-0.7278373,-0.387288566667,1.2832242,-1.05679683333,
-21.24,46.02,-8.46,10.0,8.300913,169.47018,90.309814,-10.113108,-0.49799395,-0.7278373,-0.3512475125,1.572978,-0.92393368,
-21.66,45.719997,-9.0,10.0,8.697172,168.51912,88.30637,-10.113108,-0.49799395,-0.7278373,-0.312763005,1.93522105,-0.666453975,
-22.74,45.239998,-9.66,10.0,8.979727,168.07281,86.44003,-10.113108,-0.49799395,-0.7278373,-0.25992316,2.3408356,-0.2544253725,
-24.0,44.64,-10.44,10.0,9.265468,167.97105,83.53226,-10.113108,-0.49799395,-0.7278373,-0.1695151015,2.527454975,0.02382374475,
-25.38,43.8,-10.86,10.0,9.397597,167.9381,80.48741,-10.113108,-0.49799395,-0.7278373,0.035430183,2.478585725,-0.29107729,
-27.0,42.78,-11.46,10.0,9.371465,167.25792,77.78244,-10.113108,-0.49799395,-0.7278373,0.239051926667,2.0728694,-0.856840326667,
-28.92,41.579998,-12.24,10.0,9.29308,165.80786,75.95116,-10.113108,-0.49799395,-0.7278373,0.40500366,1.50150675,-1.304808175,
-30.539999,40.379997,-13.259999,10.0,9.182464,164.42,75.00933,-10.113108,-0.49799395,-0.7278373,0.581543725,1.209513175,-1.435533325,
-31.859999,39.12,-14.4,10.0,8.911295,162.45848,73.87947,-10.113108,-0.49799395,-0.7278373,0.7773260375,1.280679,-1.7449366,
-33.36,38.04,-15.719999,10.0,8.585214,159.80006,72.66425,-10.113108,-0.49799395,-0.7278373,1.084591225,1.48134825,-2.359161575,
-34.32,36.719997,-17.039999,10.0,8.108157,156.51598,71.315094,-10.113108,-0.49799395,-0.7278373,1.39063475,1.499063275,-2.2626448,
-34.98,35.52,-18.3,10.0,7.256,153.55267,70.03532,-10.113108,-0.49799395,-0.7278373,1.54386006667,1.25634616667,-1.8240436,
-35.04,34.2,-19.98,10.0,6.4811635,151.52496,69.225266,-10.113108,-0.49799395,-0.7278373,1.5909985,1.08856185,-1.81793495,
-34.62,33.48,-21.42,10.0,5.509625,148.5713,68.42266,-10.113108,-0.49799395,-0.7278373,1.576521,1.0250319,-2.1903184,
-33.78,32.76,-22.74,10.0,4.79187,145.28352,67.48866,-10.113108,-0.49799395,-0.7278373,1.5300138,1.0221812,-2.4972171,
-32.76,32.399998,-23.88,10.0,4.339333,141.62117,66.66335,-10.113108,-0.49799395,-0.7278373,1.455081,0.893390425,-2.480723775,
-31.619999,32.34,-24.539999,10.0,3.9951494,138.03758,66.09259,-10.113108,-0.49799395,-0.7278373,1.375363175,0.6392704775,-2.125811125,
-30.359999,32.52,-25.08,10.0,3.6127512,135.8697,65.74013,-10.113108,-0.49799395,-0.7278373,1.300837575,0.341168235,-1.54518365,
-28.74,33.18,-25.14,10.0,2.9279299,133.60608,65.51745,-10.113108,-0.49799395,-0.7278373,1.18294055,0.0818559445,-0.93951074,
-26.88,33.96,-25.14,10.0,2.0954638,132.04329,65.53379,-10.113108,-0.49799395,-0.7278373,1.02218118667,-0.0887790843333,-0.632449146667,
-25.439999,34.92,-24.6,10.0,1.32174,130.89174,65.74265,-10.113108,-0.49799395,-0.7278373,0.8604037,-0.2507601775,-0.551305875,
-24.119999,35.88,-24.119999,10.0,0.73211884,129.85701,66.17192,-10.113108,-0.49799395,-0.7278373,0.69669182,-0.440433845,-0.6835581875,
-22.859999,36.84,-23.88,10.0,0.45121038,128.99042,66.62502,-10.113108,-0.49799395,-0.7278373,0.618501055,-0.562606895,-0.89064152,
-21.779999,38.04,-23.34,10.0,0.19940095,127.678185,67.33955,-10.113108,-0.49799395,-0.7278373,0.6206390625,-0.6441573975,-1.007316785,
-20.76,39.0,-22.98,10.0,0.18876116,124.98718,68.05422,-10.113108,-0.49799395,-0.7278373,0.656883766667,-0.696386366667,-0.973311966667,
-19.56,39.719997,-22.619999,10.0,0.11450308,122.42353,68.71954,-10.113108,-0.49799395,-0.7278373,0.6826419125,-0.74372844,-0.906829465,
-18.9,40.32,-22.68,10.0,-0.035516985,120.021774,69.39692,-10.113108,-0.49799395,-0.7278373,0.6692028775,-0.68111474,-0.87292643,
-18.18,40.739998,-22.8,10.0,-0.10391455,118.316666,69.821434,-10.113108,-0.49799395,-0.7278373,0.5201517625,-0.490219355,-0.79717915,
-18.18,40.739998,-22.8,10.0,-0.225173995,116.493938,70.55027,-8.887277,1.3024458,4.213795,0.23041837,-0.333776772,-0.73206092,
-16.859999,41.28,-23.279999,10.0,-0.225173995,116.493938,70.55027,-8.887277,1.3024458,4.213795,-0.0280998,-0.328238253333,-0.704123993333,
-16.199999,41.34,-23.46,10.0,0.10265609,115.221924,71.16883,-8.887277,1.3024458,4.213795,-0.228870843333,-0.395026186667,-0.713490636667,
-15.66,41.46,-23.82,10.0,0.7258534,114.467964,71.69487,-8.887277,1.3024458,4.213795,-0.3790418925,-0.45387287,-0.837496245,
-15.24,41.28,-24.539999,10.0,1.2932593,113.824135,72.130066,-8.887277,1.3024458,4.213795,-0.3640756825,-0.4193590025,-0.772133675,
-14.88,41.34,-25.439999,10.0,1.977917,113.116234,72.65242,-8.887277,1.3024458,4.213795,-0.34238997,-0.2449569675,-0.21135937475,
-14.4,41.16,-26.22,10.0,2.4106872,113.04794,72.92159,-8.887277,1.3024458,4.213795,-0.18692477,0.1295034285,0.055283305,
-14.639999,41.219997,-26.76,10.0,2.5764334,113.17904,72.7003,-8.887277,1.3024458,4.213795,-0.080023345,0.4804455,0.392175495,
-14.88,41.04,-27.66,10.0,2.41276205,114.26741,72.201165,-8.887277,1.3024458,4.213795,-0.168293375,-0.16340645475,1.1291844,
-14.82,41.1,-28.26,10.0,2.41276205,114.26741,72.201165,-8.887277,1.3024458,4.213795,-0.26430103,-1.02706811,1.3589716,
-15.12,41.04,-28.56,10.0,2.1463475,116.41335,73.42818,-8.887277,1.3024458,4.213795,-0.3481931825,-1.4141531,1.2556335,
-15.599999,40.86,-28.74,10.0,2.1758938,117.9473,75.09684,-8.887277,1.3024458,4.213795,-0.5219843475,-1.263269325,1.0821478,
-16.02,40.92,-28.5,10.0,2.4727786,119.37435,76.533875,-8.887277,1.3024458,4.213795,-0.4886921825,-1.000902675,1.357953475,
-16.26,40.559998,-28.08,10.0,2.65184215,121.825865,77.925998,-8.887277,1.3024458,4.213795,-0.321315125,-0.6988298375,1.464243975,
-16.859999,40.44,-27.599998,10.0,2.5781393,123.64201,78.70952,-8.887277,1.3024458,4.213795,-0.1065959855,-0.409890575,0.8680394875,
-17.039999,40.14,-27.3,10.0,2.5039196,124.3339,79.13567,-8.887277,1.3024458,4.213795,-0.0510072475,-0.378125585,0.5754350675,
-17.1,40.2,-26.82,10.0,2.5039196,124.3339,79.13567,-8.887277,1.3024458,4.213795,-0.083077673,-0.489099433333,0.752586,
-17.4,39.899998,-26.46,10.0,2.7143266,124.48379,79.91384,-8.887277,1.3024458,4.213795,-0.180816115,-0.50335296,1.1423179875,
-17.699999,39.899998,-26.16,10.0,2.7049605,126.7102925,80.61462,-8.887277,1.3024458,4.213795,-0.2849686375,-0.41111231,1.666745825,
-17.82,39.84,-25.74,10.0,2.668977,130.03835,81.04595,-8.887277,1.3024458,4.213795,-0.3029891625,-0.30818152,2.17315315,
-18.359999,39.78,-25.38,10.0,2.6185677,132.56892,81.40288,-8.887277,1.3024458,4.213795,-0.2864958,-0.292909875,2.361910525,
-19.08,40.02,-24.96,10.0,2.6644695,134.66115,81.80719,-8.887277,1.3024458,4.213795,-0.298713095,-0.281914305,1.9086485,
-19.08,40.02,-24.96,10.0,2.6644695,134.66115,81.80719,-8.887277,1.3024458,4.213795,-0.365297413333,-0.287106666667,1.39562346667,
-19.08,40.02,-24.96,10.0,2.99933865,136.888675,82.200435,-9.193734,-0.38307226,-1.3024458,-0.45020769,-0.29901854,1.068097875,
-19.08,40.02,-24.96,10.0,3.3616164,137.93748,83.05906,-9.040505,-0.91937345,-0.7661445,-0.4373795125,-0.3402519475,1.111469325,
-19.08,40.02,-24.96,10.0,3.5157695,139.40265,83.46252,-10.879252,-0.91937345,0.34476504,-0.3069597825,-0.353080115,1.403157475,
-19.08,40.02,-24.96,10.0,3.4608283,140.55219,83.7808,-11.60709,-1.0726024,1.1875241,-0.2021964,-0.27397306,1.427897475,
-19.08,40.02,-24.96,10.0,3.3805945,141.80605,83.80079,-11.492168,-1.1875241,1.7621324,-0.139277275,-0.06566801325,1.25319005,
-19.08,40.02,-24.96,10.0,3.3474844,142.83054,83.676384,-10.879252,-0.61291564,1.8770541,-0.0798197246667,0.0961094633333,1.12969343333,
-22.199999,41.219997,-19.32,10.0,3.3474844,142.83054,83.676384,-10.879252,-0.61291564,1.8770541,-0.0798197246667,0.0961094633333,1.12969343333,
-22.199999,41.219997,-19.32,10.0,3.3562095,143.73595,83.38947,-10.879252,-0.61291564,1.8770541,-0.079005237,0.0737110733333,1.30725166667,
-22.199999,41.219997,-19.32,10.0,3.3562095,143.73595,83.38947,-9.002198,0.9959879,0.7278373,-0.16187929,0.063224554,1.275792075,
-23.4,41.46,-18.0,10.0,3.3562095,143.73595,83.38947,-9.002198,0.9959879,0.7278373,-0.16187929,0.063224554,1.275792075,
-23.4,41.46,-18.0,10.0,3.6742969,145.9087,83.23848,-9.002198,0.9959879,0.7278373,-0.28252518,0.00274889325,0.7938193625,
-23.4,41.46,-18.0,10.0,4.037212,146.57387,83.29197,-9.308656,0.5746084,1.4939818,-0.3747658375,-0.07513642325,0.5033529625,
-23.4,41.46,-18.0,10.0,4.3217635,146.92392,83.2345,-9.730036,0.2681506,1.9153614,-0.4105014475,-0.065973447,0.463646715,
-23.4,41.46,-18.0,10.0,4.6747785,147.4534,83.08932,-9.691729,0.11492168,2.030283,-0.41050144,0.00335976,0.478612915,
